molecule,prec,MPI,OMP,Localize,SCF energy,Helmholtz,KAIN,Fock operator,Fock matrix,Total SCF
ch4_030,4,04,32,1.38372e+02,3.13678e+00,104.808,3.52310e+00,1.66462e+01,1.53467e+01,3.13984e+02
ch4_030,4,08,01,1.83062e+02,3.18142e+01,517.412,6.79628e+00,3.71055e+02,4.29490e+01,1.21949e+03
ch4_030,4,08,02,1.30264e+02,1.60988e+01,273.079,4.23369e+00,1.85735e+02,2.49401e+01,6.74805e+02
ch4_030,4,08,04,1.01796e+02,8.28861e+00,147.882,2.83495e+00,9.54368e+01,1.61488e+01,3.99482e+02
ch4_030,4,08,08,8.66852e+01,4.38288e+00,88.2011,2.39124e+00,5.03198e+01,1.17085e+01,2.65997e+02
ch4_030,4,08,16,8.09858e+01,2.52545e+00,59.764,1.89040e+00,2.82736e+01,9.94367e+00,2.02694e+02
ch4_030,4,08,32,8.03570e+01,2.05987e+00,47.4439,2.01901e+00,1.70572e+01,8.96467e+00,1.75316e+02
ch4_030,4,16,01,1.18167e+02,2.01619e+01,275.056,6.16339e+00,3.85888e+02,2.59521e+01,8.70506e+02
ch4_030,4,16,02,8.74237e+01,1.01225e+01,148.132,4.04946e+00,2.02031e+02,1.65116e+01,4.92275e+02
ch4_030,4,16,04,6.98913e+01,5.58363e+00,81.8859,2.45552e+00,1.00639e+02,1.11571e+01,2.88118e+02
ch4_030,4,16,08,6.33480e+01,3.50943e+00,47.5869,1.96088e+00,5.44357e+01,8.20855e+00,1.93071e+02
ch4_030,4,16,16,5.61070e+01,2.12806e+00,31.3143,1.71514e+00,3.11026e+01,6.74731e+00,1.40310e+02
ch4_030,4,16,32,5.55408e+01,1.69478e+00,24.6132,1.62648e+00,2.02321e+01,5.87397e+00,1.19654e+02
ch4_030,4,32,01,7.34121e+01,1.23054e+01,175.441,5.07236e+00,4.23994e+02,4.16271e+01,7.59834e+02
ch4_030,4,32,02,5.36896e+01,5.92307e+00,79.6052,2.62476e+00,2.07207e+02,1.02418e+01,3.76396e+02
ch4_030,4,32,04,4.77699e+01,3.39147e+00,43.747,1.64596e+00,1.11215e+02,7.82351e+00,2.27391e+02
ch4_030,4,32,08,4.66568e+01,2.35167e+00,26.2088,1.31458e+00,6.64725e+01,6.21998e+00,1.59131e+02
ch4_030,4,32,16,4.08320e+01,1.25534e+00,18.0351,9.71505e-01,4.09650e+01,4.53744e+00,1.14218e+02
ch4_030,4,32,32,3.92727e+01,1.30100e+00,14.6254,8.67488e-01,3.03662e+01,4.26911e+00,9.78161e+01
ch4_040,4,04,01,6.08664e+02,7.85400e+01,1558.2,1.74097e+01,5.64796e+02,1.11452e+02,3.20086e+03
ch4_040,4,04,02,3.92994e+02,4.18838e+01,826.483,1.05211e+01,2.78100e+02,6.46288e+01,1.76746e+03
ch4_040,4,04,04,3.48634e+02,2.62233e+01,503.843,8.24896e+00,1.44625e+02,4.68107e+01,1.18619e+03
ch4_040,4,04,08,2.94374e+02,1.33323e+01,325.328,6.53532e+00,7.60386e+01,3.55328e+01,8.37553e+02
ch4_040,4,04,16,2.77153e+02,6.87686e+00,229.868,5.24845e+00,4.09615e+01,2.90491e+01,6.58381e+02
ch4_040,4,04,32,2.69430e+02,4.33674e+00,192.62,4.66686e+00,2.38673e+01,2.61520e+01,5.81664e+02
ch4_040,4,08,01,3.34555e+02,4.07422e+01,740.29,9.08919e+00,5.44490e+02,5.68173e+01,1.85263e+03
ch4_040,4,08,02,2.40167e+02,2.11815e+01,392.285,6.28535e+00,2.71118e+02,3.41272e+01,1.04100e+03
ch4_040,4,08,04,1.88496e+02,1.16542e+01,220.848,3.88959e+00,1.40601e+02,2.31572e+01,6.38114e+02
ch4_040,4,08,08,1.68499e+02,8.10513e+00,135.738,3.06825e+00,7.37050e+01,1.79572e+01,4.45860e+02
ch4_040,4,08,16,1.57403e+02,3.52350e+00,98.9292,2.66430e+00,4.14597e+01,1.47744e+01,3.51267e+02
ch4_040,4,08,32,1.61545e+02,3.02139e+00,80.1211,2.48390e+00,2.52190e+01,1.47837e+01,3.17837e+02
ch4_040,4,16,01,2.00431e+02,2.17678e+01,400.485,5.28245e+00,5.50968e+02,3.24472e+01,1.28470e+03
ch4_040,4,16,02,1.54890e+02,1.25392e+01,210.049,3.03017e+00,2.91942e+02,2.32135e+01,7.39561e+02
ch4_040,4,16,04,1.21072e+02,5.77304e+00,118.579,1.98064e+00,1.44020e+02,1.49024e+01,4.35343e+02
ch4_040,4,16,08,1.09659e+02,3.17825e+00,71.5744,1.65716e+00,7.82757e+01,1.14718e+01,2.98497e+02
ch4_040,4,16,16,1.00990e+02,1.75393e+00,49.6416,1.46659e+00,4.57197e+01,9.60581e+00,2.28385e+02
ch4_040,4,16,32,1.05579e+02,2.05479e+00,39.3849,1.66873e+00,2.94226e+01,8.98466e+00,2.04787e+02
ch4_040,4,32,01,1.30593e+02,1.14630e+01,232.072,3.17546e+00,5.72019e+02,2.22722e+01,1.02235e+03
ch4_040,4,32,02,9.45275e+01,6.44155e+00,123.178,1.80848e+00,3.02618e+02,1.92700e+01,5.78922e+02
ch4_040,4,32,04,7.24518e+01,3.04613e+00,68.5979,1.16709e+00,1.59363e+02,9.46371e+00,3.34477e+02
ch4_040,4,32,08,6.38206e+01,1.62574e+00,41.5426,9.38373e-01,9.05531e+01,7.53138e+00,2.21497e+02
ch4_040,4,32,16,5.93344e+01,9.14213e-01,29.4351,6.99528e-01,5.63388e+01,6.58151e+00,1.67220e+02
ch4_040,4,32,32,5.74601e+01,1.17567e+00,24.6225,9.04321e-01,4.19477e+01,6.15772e+00,1.44368e+02
